
2023-10-18 09:38:34.508813 Cannot insert the value NULL into column 'VATIncluded', table 'InfinityPOS.dbo.psSales'; column does not allow nulls. INSERT fails.
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8809228440450', 'Qty': '1.000', 'ItemDueAmount': 7520}, {'Barcode': '4514603419511', 'Qty': '2.000', 'ItemDueAmount': 8900}, {'Barcode': '2086500310014', 'Qty': '1.000', 'ItemDueAmount': 370}, {'Barcode': '8656014103552', 'Qty': '2.000', 'ItemDueAmount': 4180}, {'Barcode': '8656014119171', 'Qty': '1.000', 'ItemDueAmount': 2390}, {'Barcode': '8656021373757', 'Qty': '1.000', 'ItemDueAmount': 3000}, {'Barcode': '2301950000002', 'Qty': '0.300', 'ItemDueAmount': 6375}, {'Barcode': '8656000196148', 'Qty': '1.000', 'ItemDueAmount': 3100}, {'Barcode': '2325480000004', 'Qty': '0.416', 'ItemDueAmount': 4534}, {'Barcode': '5900907000040', 'Qty': '1.000', 'ItemDueAmount': 8590}, {'Barcode': '8888192815013', 'Qty': '1.000', 'ItemDueAmount': 4360}, {'Barcode': '8656020763122', 'Qty': '1.000', 'ItemDueAmount': 12200}, {'Barcode': '2320710000007', 'Qty': '0.370', 'ItemDueAmount': 3201}, {'Barcode': '8656021449063', 'Qty': '1.000', 'ItemDueAmount': 19200}, {'Barcode': '8801045141213', 'Qty': '1.000', 'ItemDueAmount': 11300}, {'Barcode': '8656170005691', 'Qty': '1.000', 'ItemDueAmount': 2990}, {'Barcode': '8656008559174', 'Qty': '1.000', 'ItemDueAmount': 48060}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 150270}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000190', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416955;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656020911110', 'Qty': '1.000', 'ItemDueAmount': 9600}, {'Barcode': '8656010595177', 'Qty': '1.000', 'ItemDueAmount': 7020}, {'Barcode': '8656021373924', 'Qty': '1.000', 'ItemDueAmount': 1790}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8936101561091', 'Qty': '5.000', 'ItemDueAmount': 19700}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 38330}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000191', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416956;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2323210000003', 'Qty': '0.352', 'ItemDueAmount': 5280}, {'Barcode': '8656000171039', 'Qty': '1.000', 'ItemDueAmount': 3680}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 8960}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000204', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416967;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2086500310014', 'Qty': '2.000', 'ItemDueAmount': 740}, {'Barcode': '8801119740014', 'Qty': '6.000', 'ItemDueAmount': 19200}, {'Barcode': '8654000590379', 'Qty': '1.000', 'ItemDueAmount': 5150}, {'Barcode': '2315110000009', 'Qty': '0.330', 'ItemDueAmount': 13180}, {'Barcode': '2315110000009', 'Qty': '0.290', 'ItemDueAmount': 11583}, {'Barcode': '4690388050474', 'Qty': '1.000', 'ItemDueAmount': 9900}, {'Barcode': '2301950000002', 'Qty': '0.300', 'ItemDueAmount': 6375}, {'Barcode': '2301910000004', 'Qty': '0.300', 'ItemDueAmount': 11925}, {'Barcode': '2300140000006', 'Qty': '0.300', 'ItemDueAmount': 10275}, {'Barcode': '8656900033185', 'Qty': '1.000', 'ItemDueAmount': 3670}, {'Barcode': '8656021379278', 'Qty': '1.000', 'ItemDueAmount': 5400}, {'Barcode': '8656005610175', 'Qty': '1.000', 'ItemDueAmount': 15390}, {'Barcode': '8656020655083', 'Qty': '5.000', 'ItemDueAmount': 8000}, {'Barcode': '4750024002189', 'Qty': '1.000', 'ItemDueAmount': 6730}, {'Barcode': '8654000553794', 'Qty': '2.000', 'ItemDueAmount': 11720}, {'Barcode': '8656020651825', 'Qty': '1.000', 'ItemDueAmount': 2370}, {'Barcode': '8656021354169', 'Qty': '1.000', 'ItemDueAmount': 3740}, {'Barcode': '8801021214146', 'Qty': '2.000', 'ItemDueAmount': 6100}, {'Barcode': '2325480000004', 'Qty': '0.448', 'ItemDueAmount': 4883}, {'Barcode': '2324630000000', 'Qty': '0.916', 'ItemDueAmount': 17312}, {'Barcode': '2325070000001', 'Qty': '0.866', 'ItemDueAmount': 13769}, {'Barcode': '2325780000001', 'Qty': '0.952', 'ItemDueAmount': 5693}, {'Barcode': '4860008190631', 'Qty': '1.000', 'ItemDueAmount': 33500}, {'Barcode': '3500610044540', 'Qty': '2.000', 'ItemDueAmount': 112260}, {'Barcode': '8654000590409', 'Qty': '1.000', 'ItemDueAmount': 2770}, {'Barcode': '8654000551769', 'Qty': '1.000', 'ItemDueAmount': 1890}, {'Barcode': '3245412901454', 'Qty': '1.000', 'ItemDueAmount': 10200}, {'Barcode': '8656170005202', 'Qty': '12.000', 'ItemDueAmount': 12600}, {'Barcode': '043074', 'Qty': '1.000', 'ItemDueAmount': 10800}, {'Barcode': '8654000107393', 'Qty': '2.000', 'ItemDueAmount': 35620}, {'Barcode': '8801100128937', 'Qty': '2.000', 'ItemDueAmount': 18580}, {'Barcode': '4601501410563', 'Qty': '3.000', 'ItemDueAmount': 12390}, {'Barcode': '8680211452526', 'Qty': '1.000', 'ItemDueAmount': 14320}, {'Barcode': '4602441022434', 'Qty': '1.000', 'ItemDueAmount': 4690}, {'Barcode': '8801166012133', 'Qty': '1.000', 'ItemDueAmount': 3830}, {'Barcode': '8656021175153', 'Qty': '1.000', 'ItemDueAmount': 7870}, {'Barcode': '8656020792696', 'Qty': '1.000', 'ItemDueAmount': 5030}, {'Barcode': '8801062381937', 'Qty': '1.000', 'ItemDueAmount': 4850}, {'Barcode': '8654000560846', 'Qty': '1.000', 'ItemDueAmount': 2420}, {'Barcode': '8654000551370', 'Qty': '1.000', 'ItemDueAmount': 1890}, {'Barcode': '4014400902495', 'Qty': '1.000', 'ItemDueAmount': 7000}, {'Barcode': '8654000651865', 'Qty': '1.000', 'ItemDueAmount': 1890}, {'Barcode': '3560071232627', 'Qty': '1.000', 'ItemDueAmount': 10400}, {'Barcode': '8801062380114', 'Qty': '1.000', 'ItemDueAmount': 4850}, {'Barcode': '9006900014476', 'Qty': '1.000', 'ItemDueAmount': 16880}, {'Barcode': '3616180433049', 'Qty': '1.000', 'ItemDueAmount': 7600}, {'Barcode': '3616180433025', 'Qty': '2.000', 'ItemDueAmount': 16200}, {'Barcode': '2086500310021', 'Qty': '3.000', 'ItemDueAmount': 660}, {'Barcode': '8801252147602', 'Qty': '1.000', 'ItemDueAmount': 2970}, {'Barcode': '5900907006905', 'Qty': '1.000', 'ItemDueAmount': 8830}, {'Barcode': '6920685051972', 'Qty': '1.000', 'ItemDueAmount': 27500}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 593395}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000206', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416969;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '4700309748', 'Qty': '30.000', 'ItemDueAmount': 12000}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '2325770000004', 'Qty': '1.050', 'ItemDueAmount': 6279}, {'Barcode': '8656002520170', 'Qty': '1.000', 'ItemDueAmount': 5590}, {'Barcode': '8801045521312', 'Qty': '4.000', 'ItemDueAmount': 6360}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 30449}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000201', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416964;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2323580000009', 'Qty': '0.400', 'ItemDueAmount': 16000}, {'Barcode': '2300350000001', 'Qty': '1.000', 'ItemDueAmount': 29800}, {'Barcode': '2300350000001', 'Qty': '1.000', 'ItemDueAmount': 29800}, {'Barcode': '2325480000004', 'Qty': '0.322', 'ItemDueAmount': 3510}, {'Barcode': '8712916013000', 'Qty': '1.000', 'ItemDueAmount': 13000}, {'Barcode': '4901306024041', 'Qty': '3.000', 'ItemDueAmount': 10260}, {'Barcode': '4901306047569', 'Qty': '2.000', 'ItemDueAmount': 6840}, {'Barcode': '630509291779', 'Qty': '1.000', 'ItemDueAmount': 22000}, {'Barcode': '2324790000001', 'Qty': '2.278', 'ItemDueAmount': 22552}, {'Barcode': '2086500310014', 'Qty': '1.000', 'ItemDueAmount': 370}, {'Barcode': '8656170005035', 'Qty': '1.000', 'ItemDueAmount': 4140}, {'Barcode': '2324700000008', 'Qty': '0.856', 'ItemDueAmount': 11967}, {'Barcode': '2325240000008', 'Qty': '1.000', 'ItemDueAmount': 3300}, {'Barcode': '2324930000007', 'Qty': '1.000', 'ItemDueAmount': 11900}, {'Barcode': '8658000132829', 'Qty': '1.000', 'ItemDueAmount': 3500}, {'Barcode': '8656170005615', 'Qty': '1.000', 'ItemDueAmount': 3390}, {'Barcode': '8656170005592', 'Qty': '1.000', 'ItemDueAmount': 3390}, {'Barcode': '2324570000009', 'Qty': '1.068', 'ItemDueAmount': 13777}, {'Barcode': '2325140000009', 'Qty': '0.586', 'ItemDueAmount': 6739}, {'Barcode': '2324690000002', 'Qty': '1.000', 'ItemDueAmount': 7980}, {'Barcode': '8720573337786', 'Qty': '1.000', 'ItemDueAmount': 10000}, {'Barcode': '8888192815013', 'Qty': '1.000', 'ItemDueAmount': 4360}, {'Barcode': '883298614353', 'Qty': '2.000', 'ItemDueAmount': 22260}, {'Barcode': '8656020764358', 'Qty': '1.000', 'ItemDueAmount': 4500}, {'Barcode': '2324630000000', 'Qty': '0.734', 'ItemDueAmount': 13873}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 279208}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000198', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416961;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8719987192432', 'Qty': '1.000', 'ItemDueAmount': 3000}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 3000}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000226', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416982;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2325360000001', 'Qty': '1.000', 'ItemDueAmount': 1980}, {'Barcode': '2331050000008', 'Qty': '1.000', 'ItemDueAmount': 7000}, {'Barcode': '8936036023367', 'Qty': '1.000', 'ItemDueAmount': 3660}, {'Barcode': '2324810000004', 'Qty': '1.000', 'ItemDueAmount': 7500}, {'Barcode': '3270190130796', 'Qty': '1.000', 'ItemDueAmount': 1630}, {'Barcode': '2324740000006', 'Qty': '1.000', 'ItemDueAmount': 2400}, {'Barcode': '8656021373948', 'Qty': '1.000', 'ItemDueAmount': 1790}, {'Barcode': '7622210309358', 'Qty': '1.000', 'ItemDueAmount': 2140}, {'Barcode': '8691216090453', 'Qty': '1.000', 'ItemDueAmount': 3010}, {'Barcode': '2325780000001', 'Qty': '1.274', 'ItemDueAmount': 7619}, {'Barcode': '8719987152719', 'Qty': '1.000', 'ItemDueAmount': 3000}, {'Barcode': '4650062771453', 'Qty': '1.000', 'ItemDueAmount': 4450}, {'Barcode': '2330120000009', 'Qty': '2.000', 'ItemDueAmount': 1400}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 47579}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000231', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416987;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8654000560716', 'Qty': '1.000', 'ItemDueAmount': 4180}, {'Barcode': '8656021468781', 'Qty': '2.000', 'ItemDueAmount': 14520}, {'Barcode': '8654000560846', 'Qty': '2.000', 'ItemDueAmount': 4840}, {'Barcode': '8656021462147', 'Qty': '1.000', 'ItemDueAmount': 4190}, {'Barcode': '8658000007349', 'Qty': '1.000', 'ItemDueAmount': 5780}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 33730}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000205', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416968;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2300020000003', 'Qty': '1.000', 'ItemDueAmount': 2500}, {'Barcode': '2301270000003', 'Qty': '1.000', 'ItemDueAmount': 1500}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 4000}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000207', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416970;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '4514603419511', 'Qty': '1.000', 'ItemDueAmount': 4450}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 4450}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000218', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416977;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8697422822956', 'Qty': '1.000', 'ItemDueAmount': 3120}, {'Barcode': '8719987882487', 'Qty': '1.000', 'ItemDueAmount': 3100}, {'Barcode': '3048095001264', 'Qty': '1.000', 'ItemDueAmount': 6500}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 12720}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000221', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416980;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2304520000006', 'Qty': '3.000', 'ItemDueAmount': 29700}, {'Barcode': '2300830000002', 'Qty': '2.000', 'ItemDueAmount': 3600}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 33300}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000230', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416986;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656020764358', 'Qty': '1.000', 'ItemDueAmount': 4500}, {'Barcode': '8801045521312', 'Qty': '4.000', 'ItemDueAmount': 6360}, {'Barcode': '8654000560716', 'Qty': '1.000', 'ItemDueAmount': 4180}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8654000560846', 'Qty': '2.000', 'ItemDueAmount': 4840}, {'Barcode': '8656020816576', 'Qty': '1.000', 'ItemDueAmount': 3390}, {'Barcode': '8656021011581', 'Qty': '1.000', 'ItemDueAmount': 2900}, {'Barcode': '8656003121178', 'Qty': '1.000', 'ItemDueAmount': 2900}, {'Barcode': '8658000066759', 'Qty': '1.000', 'ItemDueAmount': 3540}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 32830}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000210', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416971;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '7451904817', 'Qty': '1.000', 'ItemDueAmount': 87200}, {'Barcode': '8901138511487', 'Qty': '1.000', 'ItemDueAmount': 8400}, {'Barcode': '884394001917', 'Qty': '1.000', 'ItemDueAmount': 3200}, {'Barcode': '2086500310014', 'Qty': '1.000', 'ItemDueAmount': 370}, {'Barcode': '2332540000003', 'Qty': '1.000', 'ItemDueAmount': 4900}, {'Barcode': '2332400000006', 'Qty': '1.000', 'ItemDueAmount': 3600}, {'Barcode': '2332360000009', 'Qty': '1.000', 'ItemDueAmount': 2900}, {'Barcode': '2332490000009', 'Qty': '1.000', 'ItemDueAmount': 3900}, {'Barcode': '2330900000007', 'Qty': '1.000', 'ItemDueAmount': 4250}, {'Barcode': '8720573202374', 'Qty': '1.000', 'ItemDueAmount': 10000}, {'Barcode': '8801166053365', 'Qty': '1.000', 'ItemDueAmount': 2320}, {'Barcode': '4901306047569', 'Qty': '1.000', 'ItemDueAmount': 3420}, {'Barcode': '4901306043165', 'Qty': '1.000', 'ItemDueAmount': 10270}, {'Barcode': '2325160000003', 'Qty': '0.846', 'ItemDueAmount': 14297}, {'Barcode': '4600605026120', 'Qty': '1.000', 'ItemDueAmount': 3800}, {'Barcode': '8935001721109', 'Qty': '1.000', 'ItemDueAmount': 1200}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 164027}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000211', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416972;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '3760269770300', 'Qty': '1.000', 'ItemDueAmount': 69900}, {'Barcode': '24600080462042', 'Qty': '1.000', 'ItemDueAmount': 12980}, {'Barcode': '4600300081240', 'Qty': '1.000', 'ItemDueAmount': 13900}, {'Barcode': '4600300081172', 'Qty': '1.000', 'ItemDueAmount': 13900}, {'Barcode': '8654000551714', 'Qty': '1.000', 'ItemDueAmount': 21910}, {'Barcode': '8654000551806', 'Qty': '1.000', 'ItemDueAmount': 21910}, {'Barcode': '8654000551745', 'Qty': '1.000', 'ItemDueAmount': 21910}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 176410}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000212', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416973;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2342210000004', 'Qty': '0.272', 'ItemDueAmount': 4211}, {'Barcode': '2325750000000', 'Qty': '0.042', 'ItemDueAmount': 105}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 4316}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000215', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416974;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2323080000004', 'Qty': '0.100', 'ItemDueAmount': 1800}, {'Barcode': '4605504527822', 'Qty': '1.000', 'ItemDueAmount': 1410}, {'Barcode': '8656020764570', 'Qty': '1.000', 'ItemDueAmount': 4150}, {'Barcode': '2360060000005', 'Qty': '0.092', 'ItemDueAmount': 1932}, {'Barcode': '8654000550229', 'Qty': '1.000', 'ItemDueAmount': 1270}, {'Barcode': '8656004280171', 'Qty': '1.000', 'ItemDueAmount': 2530}, {'Barcode': '2325710000002', 'Qty': '0.588', 'ItemDueAmount': 1470}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 14560}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000225', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416981;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '4700309748', 'Qty': '30.000', 'ItemDueAmount': 12000}, {'Barcode': '4306188063971', 'Qty': '1.000', 'ItemDueAmount': 4650}, {'Barcode': '8993379284329', 'Qty': '1.000', 'ItemDueAmount': 5340}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8656020783809', 'Qty': '1.000', 'ItemDueAmount': 8610}, {'Barcode': '8656004277171', 'Qty': '2.000', 'ItemDueAmount': 5920}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 36740}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000217', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416976;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8850228000151', 'Qty': '1.000', 'ItemDueAmount': 2750}, {'Barcode': '8656021373948', 'Qty': '1.000', 'ItemDueAmount': 1790}, {'Barcode': '4610003950033', 'Qty': '1.000', 'ItemDueAmount': 3510}, {'Barcode': '2300290000000', 'Qty': '1.000', 'ItemDueAmount': 5990}, {'Barcode': '8801073211056', 'Qty': '1.000', 'ItemDueAmount': 5820}, {'Barcode': '6920238083016', 'Qty': '1.000', 'ItemDueAmount': 4440}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 24520}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000219', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416978;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '4607018771821', 'Qty': '1.000', 'ItemDueAmount': 3590}, {'Barcode': '5200126402138', 'Qty': '1.000', 'ItemDueAmount': 11500}, {'Barcode': '5200126402220', 'Qty': '1.000', 'ItemDueAmount': 11500}, {'Barcode': '2086500310014', 'Qty': '1.000', 'ItemDueAmount': 370}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 26960}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000220', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416979;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2325480000004', 'Qty': '0.410', 'ItemDueAmount': 4469}, {'Barcode': '2325480000004', 'Qty': '0.392', 'ItemDueAmount': 4273}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 8742}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000227', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416983;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2304040000005', 'Qty': '1.000', 'ItemDueAmount': 5900}, {'Barcode': '2300240000005', 'Qty': '1.000', 'ItemDueAmount': 4900}, {'Barcode': '2300200000007', 'Qty': '1.000', 'ItemDueAmount': 3900}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 14700}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000229', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416985;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8720573141871', 'Qty': '1.000', 'ItemDueAmount': 3000}, {'Barcode': '8656004247174', 'Qty': '1.000', 'ItemDueAmount': 6600}, {'Barcode': '8656019854176', 'Qty': '1.000', 'ItemDueAmount': 6600}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '2325360000001', 'Qty': '1.000', 'ItemDueAmount': 1980}, {'Barcode': '2325360000001', 'Qty': '1.000', 'ItemDueAmount': 1980}, {'Barcode': '2325360000001', 'Qty': '1.000', 'ItemDueAmount': 1980}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 22360}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000233', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416989;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2325770000004', 'Qty': '0.598', 'ItemDueAmount': 3576}, {'Barcode': '8656020986453', 'Qty': '2.000', 'ItemDueAmount': 2700}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 6276}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000236', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416992;cashiername: Nomuundalai
